question_id,paragraph_id,answers
76,[10],['Austin Powers in Goldmember']
77,[10],['Foxxy Cleopatra']
78,[10],['Work It Out']
79,[10],['The Fighting Temptations']
80,[11],['number four']
81,[11],['Dangerously in Love']
82,[11],['Jay Z']
83,[11],['Dangerously in Love']
84,[11],['number four']
85,[11],['Luther Vandross']
86,[11],"['June 24, 2003']"
87,[11],['five.']
88,[12],['Destiny Fulfilled']
89,[12],['2006']
90,[12],['November 2003']
91,[12],['Destiny Fulfilled']
92,[12],['Barcelona']
93,[12],['March 2006']
94,[12],['Dangerously in Love Tour']
95,[12],['Missy Elliott and Alicia Keys']
96,[12],['Super Bowl XXXVIII']
97,[12],['Destiny Fulfilled.']
98,[13],"['541,000']"
99,[13],['Déjà Vu']
100,[13],['five']
101,[13],['Jay Z']
102,[13],['top five']
103,[13],"[""B'Day""]"
104,[13],"['541,000']"
105,[13],['Jay Z']
106,[13],['Green Light']
107,[14],['The Pink Panther']
108,[14],['Dreamgirls']
109,[14],['2007']
110,[14],['24 million']
111,[14],['158.8 million']
112,[14],['Shakira']
113,[14],['Listen']
114,[14],['Shakira']
115,[15],['Jay Z']
116,[15],"['November 18, 2008']"
117,[15],['Taylor Swift']
118,[15],['119.5 million']
119,[15],['in a video montage']
120,[15],['Taylor Swift']
121,[15],"['April 4, 2008']"
122,[15],['Jay Z.']
123,[15],['Sasha Fierce']
124,[15],['Kanye West']
125,[16],['Etta James']
126,[16],['Phoenix House']
127,[16],['thriller']
128,[16],['Phoenix House']
129,[16],['Obsessed']
130,[16],['Etta James']
131,[16],['Phoenix House']
132,[16],['Obsessed.']
133,[17],['Lady Gaga']
134,[17],['six']
135,[17],['Mariah Carey']
136,[17],['ten nominations']
137,[17],['Lady Gaga']
138,[17],['Mariah Carey']
139,[17],['Lauryn Hill']
140,[17],['Lauryn Hill']
141,[17],['Lady Gaga']
142,[17],['Mariah Carey']
143,[18],['2010']
144,[18],['2010']
145,[18],['the Great Wall of China']
146,[18],['2010']
147,[18],['her mother']
148,[18],['During the break']
149,[18],['a hiatus']
150,[18],['her mother']
151,[18],['her father']
152,[18],['nine months']
153,[19],['2011']
154,[19],['Clinton Bush Haiti Fund']
155,[19],['The Huffington Post']
156,[19],['documents obtained by WikiLeaks']
157,[19],['The Huffington Post']
158,[19],['Glastonbury Festival']
159,[19],['Muammar Gaddafi.']
160,[19],['WikiLeaks']
161,[19],['Clinton Bush Haiti Fund.']
162,[20],['Love on Top']
163,[20],"[""New York's Roseland Ballroom""]"
164,[20],"['June 28, 2011']"
165,[20],"['310,000 copies']"
166,[20],['New York Association of Black Journalists']
167,[20],['2011']
168,[20],['4']
169,[20],"['June 28, 2011']"
170,[20],['Essence']
171,[20],"[""New York's Roseland Ballroom""]"
172,[21],['Lenox Hill Hospital']
173,[21],"[""Revel Atlantic City's Ovation Hall""]"
174,[21],['Blue Ivy Carter']
175,[21],['four nights']
176,[21],"['January 7, 2012']"
177,[21],['Blue Ivy Carter']
178,[21],['Lenox Hill Hospital in New York.']
179,[21],"[""Revel Atlantic City's Ovation Hall""]"
180,[22],['romance']
181,[22],['Life Is But a Dream']
182,[22],['global publishing agreement']
183,[22],['Nuclear']
184,[22],['President Obama']
185,[22],['January 2013']
186,[22],['Nuclear']
187,[22],['the American national anthem']
188,[22],['Super Bowl XLVII halftime show']
189,[22],['Life Is But a Dream']
190,[23],['132']
191,[23],['The Mrs. Carter Show']
192,[23],['Rise Up']
193,[23],['Epic']
194,[23],['April 15']
195,[23],['Queen Tara']
196,[23],['132']
197,[23],['Back to Black']
198,[24],['the iTunes Store']
199,[24],['the iTunes Store']
200,[24],['Forbes']
201,[24],['more than double her earnings']
202,[24],"['December 13, 2013']"
203,[24],['Drunk in Love']
204,[24],['On the Run Tour.']
205,[25],['three']
206,[25],['Vogue']
207,[25],['three']
208,[25],['Beck']
209,[25],['six awards']
210,[25],['Vogue']
211,[25],['Coldplay']
212,[25],['Vogue']
213,[26],['Formation']
214,[26],['exclusively']
215,[26],['Tidal']
216,[26],['music streaming']
217,[26],"['February 6, 2016']"
218,[26],['Tidal']
219,[27],['Paris']
220,[27],['miscarriage']
221,[27],"['April 4, 2008']"
222,[27],['300 million']
223,[27],['wrote music']
224,[27],"[""'03 Bonnie & Clyde""]"
225,[27],"['April 4, 2008']"
226,[27],['300 million']
227,[27],['Paris.']
228,[28],['MTV Video Music Awards']
229,[28],['her pregnancy']
230,[28],['2011 MTV Video Music Awards']
231,[28],['Her appearance']
232,[28],['most tweets per second']
233,[28],['Love on Top']
234,[28],['2011 MTV Video Music Awards']
235,[28],['12.4 million']
236,[29],['Glory']
237,[29],['Blue Ivy Carter']
238,[29],['Lenox Hill Hospital']
239,[29],['Glory']
240,[29],['Blue Ivy Carter']
241,[29],['B.I.C.']
242,[29],"['January 7, 2012']"
243,[29],['B.I.C.']
244,[30],['George Zimmerman']
245,[30],['America the Beautiful']
246,[30],['4 million']
247,[30],['same sex marriage']
248,[30],['a rally']
249,[30],['America the Beautiful']
250,[30],['At Last']
251,[30],['same sex marriage']
252,[31],['Vogue']
253,[31],['Ban Bossy campaign']
254,[31],['April 2013']
255,[31],['Ban Bossy']
256,[31],['Flawless']
257,[31],['leadership in girls']
258,[31],['Chimamanda Ngozi Adichie']
259,[32],['the ONE Campaign']
260,[32],['September 2015']
261,[32],['women']
262,[32],['priorities']
263,[32],['2015']
264,[32],['Angela Merkel and Nkosazana Dlamini-Zuma']
265,[32],['head of the G7 in Germany']
266,[32],['the ONE Campaign']
267,[32],['the head of the G7 in Germany']
268,[32],['women']
269,[33],['protesters']
270,[33],['Freddie Gray']
271,[33],['thousands of dollars']
272,[34],['Madonna and Celine Dion']
273,[34],['2014']
274,[34],['250 million']
275,[34],['2011']
276,[34],['115 million']
277,[34],['Forbes']
278,[34],['MTV']
279,[35],['four']
280,[35],['Jody Rosen']
281,[35],['The Daily Mail']
282,[35],['hip hop']
283,[35],['praise her range and power']
284,[35],['four']
285,[35],['Her vocal abilities']
286,[35],['tart']
287,[35],['the hip hop era']
288,[36],['R&B']
289,[36],"['pop, soul and funk']"
290,[36],['Spanish']
291,[36],"[""re-release of B'Day""]"
292,[36],['Rudy Perez']
293,[36],['English']
294,[36],['Spanish']
295,[36],['R&B']
296,[36],['Spanish']
297,[36],['Rudy Perez.']
298,[36],"[""B'Day.""]"
299,[37],['beats']
300,[37],['female-empowerment']
301,[37],['co-producing credits']
302,[37],['Women']
303,[37],['co-producing']
304,[37],['melodies and ideas']
305,[38],['Diane Warren']
306,[38],['Top 20 Hot 100 Songwriters']
307,[38],['2001']
308,[38],['Pop Songwriter of the Year award']
309,[38],"['the American Society of Composers, Authors, and Publishers Pop Music Awards.']"
310,[38],['three']
311,[38],['17']
312,[39],['Michael Jackson']
313,[39],['five']
314,[39],['Michael Jackson']
315,[39],['vocal runs']
316,[39],['Michael Jackson']
317,[39],['Vision of Love']
318,[39],['Michael Jackson']
319,[39],['Diana Ross']
320,[39],['Whitney Houston']
321,[39],['Vision of Love']
322,[40],['Josephine Baker']
323,[40],['Etta James']
324,[40],['Dreamgirls']
325,[40],['boldness']
326,[40],['2006 Fashion Rocks concert']
327,[40],['Josephine Baker.']
328,[40],['Déjà Vu']
329,[41],['Oprah Winfrey']
330,[41],['Michelle Obama']
331,[41],['lyrical and raw']
332,[41],['to take control of her own career']
333,[41],['continuing inspiration']
334,[41],['First Lady Michelle Obama']
335,[41],['Oprah Winfrey']
336,[41],['Madonna']
337,[42],['The Mamas']
338,[42],['2006']
339,[42],['Suga Mama']
340,[42],['Suga Mama']
341,[42],['Suga Mama']
342,[42],['Suga Mama']
343,[42],"[""B'Day""]"
344,[42],['The Mamas']
345,[43],['stage presence and voice']
346,[43],['L.A. Reid']
347,[43],['stage presence']
348,[43],"[""she's almost too good""]"
349,[43],['L.A. Reid']
350,[44],['Sasha Fierce']
351,[44],['2010']
352,[44],['Revel Presents: Beyoncé Live']
353,[44],"['too aggressive, too strong']"
354,[44],['she would bring her back']
355,[44],['Sasha Fierce.']
356,[44],['Allure magazine']
357,[45],['wide-ranging']
358,[45],['Bootylicious']
359,[45],"[""Destiny's Child""]"
360,[45],['Bootylicious']
361,[45],['2006']
362,[45],['Touré']
363,[45],['Bootylicious']
364,[45],['sexily']
365,[46],"[""Tom Ford's Spring/Summer 2011 fashion show""]"
366,[46],['People']
367,[46],['January 2013']
368,[46],['VH1']
369,[46],['People']
370,[46],['Complex']
371,[46],['number 1']
372,[46],['2010']
373,[46],['Hottest Female Singer of All Time']
374,[46],['Madame Tussauds Wax Museums']
375,[47],['Her mother']
376,[47],['2007']
377,[47],['Tyra Banks']
378,[47],['People']
379,[48],['The Beyontourage']
380,[48],['Twitter']
381,[48],['Bey Hive']
382,[48],['Beyontourage']
383,[49],['House of Deréon']
384,[49],"[""L'Officiel""]"
385,[49],['blackface and tribal makeup']
386,[49],['2006']
387,[49],['for wearing and using fur']
388,[49],['in blackface and tribal makeup']
389,[49],"[""L'Officiel""]"
390,[49],['House of Deréon.']
391,[49],['French fashion magazine']
392,[50],['Emmett Price']
393,[50],"[""L'Oréal""]"
394,[50],['natural pictures be used']
395,[50],['costuming']
396,[50],['Emmett Price']
397,[50],['Feria hair color advertisements']
398,[51],['2013']
399,[51],['Baz Luhrmann']
400,[51],['Jody Rosen']
401,[51],['The Guardian']
402,[51],['Baz Luhrmann']
403,[51],['2014']
404,[52],['White Rabbits']
405,[52],['Gwyneth Paltrow']
406,[52],['work']
407,[52],['White Rabbits']
408,[52],['Milk Famous']
409,[52],['Gwyneth Paltrow']
410,[52],['Country Strong.']
411,[52],['Nicki Minaj']
412,[53],['two']
413,[53],['8 million']
414,[53],['July 2014']
415,[53],['Crazy in Love']
416,[53],['earned two Grammy Awards']
417,[53],['around 8 million copies']
418,[53],['Drake']
419,[53],['Rolling Stone']
420,[53],['a species of horse fly']
421,[54],['118 million']
422,[54],['64']
423,[54],['Beyoncé']
424,[54],['118 million']
425,[54],['64 certifications']
426,[54],['over 15 million']
427,[54],['over 118 million']
428,[54],['The Recording Industry Association of America']
429,[54],['64']
430,[54],['the 2008 World Music Awards']
431,[55],['52']
432,[55],['two']
433,[55],['20 Grammy Awards']
434,[55],['52 nominations']
435,[55],['2010']
436,[55],['20']
437,[55],['Dreamgirls']
438,[56],['Pepsi']
439,[56],['50 million']
440,[56],['The Center for Science in the Public Interest (CSPINET)']
441,[56],['70']
442,[56],['2002']
443,[56],['endorse Pepsi']
444,[56],['Center for Science in the Public Interest']
445,[56],['Pepsi']
446,[56],['$50 million']
447,[56],['The Center for Science in the Public Interest (CSPINET)']
448,[57],['Tommy Hilfiger']
449,[57],['Beyoncé']
450,[57],['Heat']
451,[57],['2013']
452,[57],['Heat']
453,[57],['2011']
454,[57],['Diamonds']
455,[57],['six']
456,[58],['18']
457,[58],['Starpower: Beyoncé']
458,[58],['since the age of 18']
459,[58],['70 staff']
460,[58],['out of court']
461,[58],['Starpower: Beyoncé']
462,[58],['Starpower: Beyoncé']
463,[58],['GateFive']
464,[58],['June 2013']
465,[59],['Parkwood Topshop Athletic Ltd']
466,[59],['Topshop']
467,[59],['Topshop']
468,[59],['London']
469,[59],['activewear']
470,[60],"['March 30, 2015']"
471,[60],['Jay Z']
472,[60],"['March 30, 2015']"
473,[60],['music streaming service']
474,[60],['low payout of royalties']
475,[60],['Tidal.']
476,[61],['her mother']
477,[61],['Beyond Productions']
478,[61],"['sportswear, denim offerings with fur, outerwear and accessories that include handbags and footwear']"
479,[61],['US and Canada']
480,[61],['her mother']
481,[61],"['grandmother, Agnèz Deréon']"
482,[61],"[""in Destiny's Child's shows and tours""]"
483,[61],['her mother']
484,[61],['Deréon.']
485,[62],['shoe']
486,[62],['Brazil']
487,[62],['2009']
488,[62],['House of Deréon collection']
489,[62],['House of Brands']
490,[62],['Beyoncé Fashion Diva']
491,[62],['Sasha Fierce for Deréon']
492,[62],['C&A']
493,[62],"[""Dillard's""]"
494,[63],['Topshop']
495,[63],['autumn 2015']
496,[63],['50']
497,[63],['Topshop']
498,[63],['Parkwood Topshop Athletic Ltd']
499,[63],['activewear']
500,[64],['Hurricane Katrina']
501,[64],['Ike']
502,[64],['the Survivor Foundation']
503,[64],"['$250,000']"
504,[64],['expanded to work with other charities']
505,[64],['Survivor Foundation']
506,[64],"['$250,000.']"
507,[64],['Hurricane Ike']
508,[65],['George Clooney and Wyclef Jean']
509,[65],['$1 million']
510,[65],"[""New York Police and Fire Widows' and Children's Benefit Fund""]"
511,[65],['Hope for Haiti Now: A Global Benefit']
512,[65],['George Clooney and Wyclef Jean']
513,[65],['Beyoncé Cosmetology Center']
514,[66],['Sandy Hook Elementary School shooting']
515,[66],['I Was Here']
516,[66],['Miss a Meal']
517,[66],['London']
518,[66],['her mother']
519,[66],['Sandy Hook Elementary School shooting.']
520,[66],['spread female empowerment']
521,[66],['Catapult']
522,[66],['Sandy Hook Elementary School']
523,[66],['Salma Hayek and Frida Giannini']
524,[67],['Polish and French']
525,[67],['Romantic era']
526,[67],['solo piano']
527,[67],['Duchy of Warsaw']
528,[67],['1810']
529,[67],['Romantic era']
530,[67],['Warsaw']
531,[67],['solo piano']
532,[67],['20']
533,[67],['17 October 1849']
534,[67],['Fryderyk Franciszek Chopin']
535,[67],['solo piano']
536,[67],['Romantic era']
537,[67],['20']
538,[67],['Romantic']
539,[67],['1849']
540,[68],['21']
541,[68],['1835']
542,[68],['tuberculosis']
543,[68],['30']
544,[68],['Franz Liszt']
545,[68],['1835']
546,[68],['21']
547,[68],['1835']
548,[68],['1835']
549,[68],['tuberculosis']
550,[69],['piano']
551,[69],['instrumental ballade']
552,[69],"['J. S. Bach, Mozart and Schubert']"
553,[69],['nuance and sensitivity']
554,[69],['instrumental ballade']
555,[69],"['J. S. Bach, Mozart and Schubert']"
556,[69],['Polish']
557,[69],['piano']
558,[69],['Polish']
559,[69],['Paris salons']
560,[70],['indirect']
561,[70],['his love life and his early death']
562,[70],['Romantic era']
563,[70],['films and biographies']
564,[70],['France']
565,[70],['Poland']
566,[70],['France']
567,[70],['political insurrection']
568,[70],['Romantic era']
569,[71],['Żelazowa Wola']
570,[71],['1 March']
571,[71],['Fridericus Franciscus']
572,[71],['Żelazowa Wola']
573,[71],['Napoleon']
574,[71],['22 February 1810']
575,[71],['1 March']
576,[71],['Fridericus Franciscus']
577,[71],['Napoleon']
578,[71],['22 February 1810']
579,[71],['Fridericus Franciscus']
580,[71],['Żelazowa Wola']
581,[71],['Napoleon']
582,[72],['Justyna Krzyżanowska']
583,[72],['Polish']
584,[72],['Nicolas']
585,[72],['Lorraine']
586,[72],['Ludwika']
587,[73],['October 1810']
588,[73],['Warsaw Lyceum']
589,[73],['flute and violin']
590,[73],['piano']
591,[73],['six months']
592,[73],['French']
593,[73],['flute and violin']
594,[73],['piano']
595,[73],['Saxon Palace.']
596,[74],['Ludwika']
597,[74],['a polonaise in A-flat major of 1821']
598,[74],['Wojciech Żywny']
599,[74],['7']
600,[74],['1817']
601,[74],['1816 to 1821']
602,[74],['7']
603,[74],['Wojciech Żywny']
604,[75],['1817']
605,[75],['Belweder Palace']
606,[75],['1817']
607,[75],['Grand Duke Constantine']
608,[75],['a march']
609,[75],['Julian Ursyn Niemcewicz']
610,[75],['Belweder Palace']
611,[75],['Grand Duke Constantine']
612,[75],['a march']
613,[75],['Julian Ursyn Niemcewicz']
614,[76],['1823 to 1826']
615,[76],['eolomelodicon']
616,[76],['Józef Elsner']
617,[76],['diamond ring']
618,[76],['Rondo Op. 1']
619,[76],['Józef Elsner']
620,[76],['eolomelodicon']
621,[76],['a diamond ring.']
622,[76],['Rondo Op. 1.']
623,[77],['Dominik Dziewanowski']
624,[77],['Szafarnia']
625,[77],['his family']
626,[77],['Warsaw newspapers']
627,[77],['Dominik Dziewanowski']
628,[77],['Dominik Dziewanowski']
629,[77],['The Szafarnia Courier']
630,[78],['1827']
631,[78],['Krakowskie Przedmieście']
632,[78],['1830']
633,[78],['1827']
634,[78],['boarding house for male students']
635,[78],['Ambroży Mieroszewski']
636,[78],['sister Emilia']
637,[78],['1830']
638,[78],['Chopin Family Parlour']
639,[78],['Ambroży Mieroszewski']
640,[79],['Jan Matuszyński and Julian Fontana']
641,[79],['Konstancja Gładkowska']
642,[79],['Konstancja Gładkowska']
643,[79],['Jan Matuszyński and Julian Fontana']
644,[79],['Konstancja Gładkowska']
645,[79],['Tytus Woyciechowski']
646,[79],['Piano Concerto No. 1 (in E minor)']
647,[79],['Four']
648,[80],['Feliks Jarocki']
649,[80],['September 1828']
650,[80],['Feliks Jarocki']
651,[80],['Gaspare Spontini']
652,[80],['Prince Antoni Radziwiłł']
653,[80],['1828']
654,[80],['Feliks Jarocki']
655,[80],['zoologist']
656,[81],['August']
657,[81],['two']
658,[81],['17 March 1830']
659,[81],['September 1829']
660,[81],['accustomed to the piano-bashing of local artists']
661,[81],['Niccolò Paganini']
662,[81],['Vienna']
663,[81],['two']
664,[81],['three']
665,[82],['2 November 1830']
666,[82],['Austria']
667,[82],['1830']
668,[82],['Zdzisław Jachimecki']
669,[82],['Woyciechowski']
670,[82],['the November 1830 Uprising']
671,[82],['western Europe']
672,[82],['Woyciechowski']
673,[82],['1830']
674,[82],['1831']
675,[83],['the Polish Great Emigration']
676,[83],['1835']
677,[83],['friends and confidants']
678,[83],['September 1831']
679,[83],['Polish Great Emigration']
680,[83],['1835']
681,[83],['Adam Zamoyski']
682,[83],['Poland']
683,[83],['France']
684,[83],['Polish Great Emigration']
685,[84],['Paris']
686,[84],"['Hector Berlioz, Franz Liszt, Ferdinand Hiller, Heinrich Heine, Eugène Delacroix, and Alfred de Vigny']"
687,[84],['Adam Mickiewicz']
688,[85],['Julian Fontana']
689,[85],['Albert Grzymała']
690,[85],['elder brother']
691,[85],['Julian Fontana']
692,[85],['England']
693,[85],['Albert Grzymała']
694,[85],['Albert Grzymała']
695,[85],['Julian Fontana']
696,[85],['Warsaw Conservatory']
697,[86],['Robert Schumann']
698,[86],['his father']
699,[86],['Robert Schumann']
700,[86],['26 February 1832']
701,[86],['Rothschild']
702,[86],['1831']
703,[86],['keyboard technique']
704,[87],['pianos']
705,[87],['Maurice Schlesinger']
706,[87],['Adolphe Gutmann']
707,[87],['apartment']
708,[87],['Liszt and Hiller']
709,[88],['Felix Mendelssohn']
710,[88],['playing and discussing music']
711,[88],['Friedrich Wilhelm Schadow']
712,[88],['Carlsbad']
713,[88],['the Lower Rhenish Music Festival']
714,[88],['Hiller']
715,[88],['Carlsbad']
716,[88],['July 1836']
717,[88],['Felix Mendelssohn']
718,[88],['Düsseldorf']
719,[88],['Maria']
720,[89],['Woyciechowski']
721,[89],"['Herz, Liszt, Hiller']"
722,[89],['Liszt']
723,[89],['26 February 1832']
724,[89],['Woyciechowski']
725,[89],['the Salle Pleyel']
726,[90],"[""38 Rue de la Chaussée-d'Antin""]"
727,[90],['a few blocks']
728,[90],['seven']
729,[90],['Harriet Smithson']
730,[90],['Salle Pleyel and the Paris Conservatory']
731,[90],['2 April 1833']
732,[90],['the Beethoven Memorial in Bonn']
733,[90],['Salle Pleyel and the Paris Conservatory']
734,[90],['the Hôtel de France on the Rue Lafitte']
735,[90],['seven']
736,[91],['love-hate relationship']
737,[91],"['theatricality, showmanship and success']"
738,[91],['an apology']
739,[91],['my friend Liszt']
740,[91],['Op. 10 Études']
741,[91],"[""Marie d'Agoult""]"
742,[91],['Liszt']
743,[91],['Liszt']
744,[91],"[""Marie d'Agoult""]"
745,[91],['Hiller']
746,[92],"[""Marie d'Agoult""]"
747,[92],['My tragedy']
748,[92],['Grzymała']
749,[92],['his poor health']
750,[92],['My tragedy']
751,[92],"[""Marie d'Agoult""]"
752,[92],['1837']
753,[92],['My tragedy']
754,[92],['Grzymała']
755,[93],['London']
756,[93],['miserable']
757,[93],['Valldemossa']
758,[93],['piano maker']
759,[93],['Félicien Mallefille']
760,[93],['a former Carthusian monastery']
761,[93],['June 1838']
762,[93],['Majorca']
763,[93],"[""Sand's two children""]"
764,[93],['a former Carthusian monastery']
765,[94],['December']
766,[94],['his bad health']
767,[94],['December']
768,[95],['bad weather']
769,[95],['Canuts']
770,[95],['Marseilles']
771,[95],['Nohant']
772,[95],"[""Square d'Orléans""]"
773,[95],['the Canuts']
774,[95],['Marseilles']
775,[95],['Nohant']
776,[95],['5 rue Tronchet']
777,[95],"[""Square d'Orléans""]"
778,[95],['the Canuts.']
779,[95],['Marseilles']
780,[95],"[""Square d'Orléans""]"
781,[95],['Nohant']
782,[96],['tenth']
783,[96],['Adolphe Nourrit']
784,[96],['organ']
785,[96],"[""Franz Schubert's lied Die Gestirne""]"
786,[96],"[""Franz Schubert's lied Die Gestirne.""]"
787,[96],['the July Revolution.']
788,[97],['piano technique and composition']
789,[97],['Delacroix and the mezzo-soprano Pauline Viardot']
790,[97],['piano technique and composition.']
791,[97],['Delacroix']
792,[98],['1842']
793,[98],['Grzymała']
794,[98],"[""Beethoven Seventh Symphony arrangement at Erard's""]"
795,[98],['temporal lobe epilepsy']
796,[98],['1842']
797,[98],['Beethoven Seventh Symphony arrangement']
798,[98],['temporal lobe epilepsy']
799,[98],['mouth and tonsils']
800,[98],['Alkan']
801,[98],['temporal lobe epilepsy.']
802,[99],['radical political pursuits']
803,[99],['third child']
804,[99],['1847']
805,[99],['Lucrezia Floriani']
806,[99],['Auguste Clésinger.']
807,[99],['nurse']
808,[99],['Lucrezia Floriani']
809,[99],['1847']
810,[100],['a dozen']
811,[100],['six']
812,[100],['Op. 58 sonata']
813,[100],['six shorter pieces']
814,[100],['three mazurkas']
815,[101],['February 1848']
816,[101],['February 1848']
817,[101],['Auguste Franchomme']
818,[101],['struggle financially.']
819,[102],['BBC']
820,[102],['Angelo Bozzolini and Roberto Prosseda']
821,[102],['The Women Behind The Music']
822,[102],['BBC']
823,[102],['Angelo Bozzolini and Roberto Prosseda']
824,[103],['A Song to Remember']
825,[103],['1928']
826,[103],['Hugh Grant']
827,[103],['George Sand']
828,[103],['A Song to Remember']
829,[103],['Cornel Wilde']
830,[103],['Pierre Blanchar']
831,[104],['1901']
832,[104],['Milan']
833,[104],['Giacomo Orefice']
834,[104],['opera']
835,[104],['Giacomo Orefice']
836,[104],['Milan']
837,[105],['sonnet']
838,[105],['sonnet on Chopin by Leon Ulrich']
839,[105],['1830']
840,[105],['English']
841,[106],['every five years.']
842,[106],['Grand prix du disque de F. Chopin']
843,[106],['The New York Times']
844,[106],['every five years.']
845,[106],['The New York Times']
846,[107],['1895']
847,[107],['Paul Pabst']
848,[107],['The British Library']
849,[107],['1895']
850,[107],['Methuen-Campbell']
851,[108],['1927']
852,[108],['Warsaw']
853,[108],['every five years']
854,[108],['the International Chopin Piano Competition']
855,[108],['1927']
856,[108],['The Fryderyk Chopin Institute of Poland']
857,[108],"['nearly 1,500']"
858,[109],['Chopiniana']
859,[109],['Michel Fokine']
860,[109],['Les Sylphides']
861,[109],['Alexander Glazunov']
862,[109],['Chopiniana']
863,[109],['Michel Fokine']
864,[109],['Les Sylphides.']
865,[110],['London']
866,[110],['Jane Stirling']
867,[110],['London']
868,[110],['Jane Stirling']
869,[111],['Broadwood']
870,[111],['Queen Victoria and Prince Albert']
871,[111],['7 July']
872,[111],['a grand piano.']
873,[111],['Queen Victoria and Prince Albert.']
874,[111],['piano lessons']
875,[112],['Scotland']
876,[112],['Adam Łyszczyński']
877,[112],['Scotland']
878,[112],['Glasgow']
879,[112],['will']
880,[113],['Guildhall']
881,[113],['Polish refugees.']
882,[113],"[""London's Guildhall""]"
883,[114],['Delfina Potocka']
884,[114],['November']
885,[114],['Delfina Potocka']
886,[114],['Chaillot']
887,[114],['Princess Obreskoff.']
888,[114],['June 1849']
889,[115],['June 1849']
890,[115],['his sister']
891,[115],['her husband and daughter']
892,[115],['Jane Stirling']
893,[116],['fear of being buried alive']
894,[116],"['""No longer""']"
895,[116],['Clésinger']
896,[116],['fear of being buried alive']
897,[117],['tuberculosis']
898,[117],['DNA testing']
899,[117],['Jean Cruveilhier']
900,[117],['cystic fibrosis']
901,[118],['Church of the Madeleine']
902,[118],['two weeks']
903,[118],"['Over 3,000']"
904,[119],"[""Mozart's Requiem""]"
905,[119],['Louis Lefébure-Wély']
906,[119],['Prince Adam Czartoryski']
907,[119],"[""Funeral March from Chopin's Piano Sonata No. 2""]"
908,[119],"[""Mozart's Requiem""]"
909,[119],['Père Lachaise Cemetery']
910,[119],['Prince Adam Czartoryski']
911,[119],"[""the Funeral March from Chopin's Piano Sonata No. 2""]"
912,[120],['Clésinger']
913,[120],['Euterpe']
914,[120],"['5,000 francs']"
915,[120],['alcohol']
916,[120],"['5,000 francs']"
917,[120],['sister']
918,[120],['Sand']
919,[121],['piano']
920,[121],['chamber music.']
921,[122],['Clementi']
922,[122],['Clementi']
923,[122],['Bach and Mozart']
924,[122],['Haydn']
925,[123],['John Field']
926,[123],['nocturne']
927,[123],['ballades and scherzi']
928,[123],['concert étude']
929,[123],"['Liszt, Clementi and Moscheles']"
930,[124],['seven']
931,[124],['nine']
932,[124],['faster tempos']
933,[124],['greater range of melody and expression.']
934,[124],['the mazurka']
935,[124],['nine']
936,[124],['waltzes']
937,[125],['Funeral March']
938,[125],['Sonata No. 2']
939,[125],['one']
940,[125],['Revolutionary Étude']
941,[126],['65']
942,[126],['Julian Fontana']
943,[126],['65']
944,[126],['Julian Fontana']
945,[126],['1857']
946,[127],['1857']
947,[127],['alternative catalogue designations']
948,[127],['KK']
949,[127],['Krystyna Kobylańska.']
950,[128],['Breitkopf & Härtel']
951,[128],['Jan Ekier']
952,[128],['original publishers']
